script,character,gender,line,stereotype_type,rewritten_line
Haider,Zahoor Hussain,male,Who wrote this play? Zahoor Hussain?  Or was it,occupation_gap,"Who wrote this play? Zahoor Hussain?  Or was it someone else?""

Line: ""She's a nurse.  She'"
Haider,Haider,male,"Haider is shocked, his eyes dart towards Arshia who is",occupation_gap,"Haider is surprised to see Arshia, who is"
Haider,Haider,male,Haider is seething with anger. Khurram looks at Parvez and,occupation_gap,"Haider is seething with anger. Khurram looks at Parvez, who is calmly trying to de-escalate the situation."
Haider,Ghazala,female,nods. Parvez nods to a policeman in turn. Ghazala looks at,occupation_gap,"nods. Parvez nods to a policeman in turn. Ghazala, a determined and ambitious young woman, looks at"
Haider,Haider,male,Haider looks at the policeman walking towards him. He,occupation_gap,Haider observes the policeman approaching him.
Haider,Salman,male,Salman and Salman appear from nowhere. One of them hits,occupation_gap,Two men emerge from the shadows. One of them lunges forward and strikes
Haider,Haider,male,him hard on the back of his head with a wooden log. Haider,objectification,"Haider was determined to protect his family, even if it meant risking his own safety. He grabbed a wooden log and swung it at the attacker, hitting him hard on the back of"
Haider,Ghazala,female,"an injection on his arm. Ghazala sits next to him, silently",occupation_gap,"Ghazala sits next to him, silently, as he receives an injection."
Haider,Ghazala,female,Khurram sits next to Ghazala who still brushes Haider’s,occupation_gap,"Khurram sits next to Ghazala, who is also a teacher, while Haider brushes his own hair."
Haider,Ghazala,female,Ghazala. He looks at Haider sleeping like a baby.,relationship_only,Ghazala. She looks at Haider sleeping like a baby.
Haider,Haider,male,don’t care if Haider has to die.,none,don’t care if Haider has to die.
Haider,Ghazala,female,Haider sleeps on the bed. Ghazala sleeps next to him on a,occupation_gap,"Haider and Ghazala share a bed, each with their own space."
Haider,Haider,male,next to Haider and slowly takes Ghazala’s hand off his chest,occupation_gap,"Haider and Ghazala hold hands, both equally invested in their relationship."
Haider,Ghazala,female,Ghazala slowly wakes up. Hilaal looks at her expressionless.,occupation_gap,"Ghazala opens her eyes and looks at Hilaal, who is concerned about her."
Haider,Haider,male,She is shocked. Hilaal looks back at the sleeping Haider and,none,She is shocked. Hilaal looks back at the sleeping Haider and
Haider,Ghazala,female,"comes out and looks at Ghazala, she is still asleep.",relationship_only,Ghazala is still asleep as she comes out.
Haider,Haider,male,"prayer, his back towards Haider. Khurram murmurs the",occupation_gap,Haider turns away from Khurram as he prays.
Haider,Salman,male,"Parvez drives up at the house, followed by Salman and",occupation_gap,"Parvez, Salman, and others arrive at the house."
Haider,Salman,male,"Salman in a jeep. The guards salute Parvez, as he steps out",occupation_gap,"Salman and Parvez, both in their own vehicles, drive up to the guards. The guards salute them as they step out."
Haider,Haider,male,"Haider is now right behind him, his hand trembles as he raises",occupation_gap,"Haider steps forward, his hand steady as he raises"
Haider,Haider,male,ﬂinch an inch. Haider’s ﬁnger is on the trigger.,occupation_gap,"Haider's finger is on the trigger, ready to act."
Haider,Salman,male,Haider comes out of the prayer room to face Salman and,occupation_gap,Haider emerges from the prayer room and confronts Salman.
Haider,Salman,male,Salman along with Parvez standing at the door.,occupation_gap,Salman and Parvez stand at the door.
Haider,Salman,male,"Parvez lunges at him, Haider’s pistol ﬂies away. Salman and",occupation_gap,"Parvez lunges at him, but Haider manages to dodge the attack. Salman and"
Haider,Ghazala,female,Ghazala comes out hearing the commotion. Khurram walks,occupation_gap,Ghazala hears the commotion and rushes out to see what's happening. Khurram follows her.
Haider,Salman,male,out still wearing his prayer cap. Salman and Salman hold,occupation_gap,"Salman, still wearing his prayer cap, holds a conversation with his friend."
Haider,Haider,male,a fuming Haider. Parvez ties Haider’s hands with his red,occupation_gap,"Haider, frustrated, ties his own hands with red."
Haider,Haider,male,"Khurram looks at Haider, who smiles.",occupation_gap,"Khurram looks at Haider, who confidently pursues his dreams."
Kaminey,Mikhail,male,Now Mikhail joins the twins in their giggling fit.,none,Now Mikhail joins the twins in their giggling fit.
Kaminey,Francis,male,Marfatia and Francis splash water holding the iron bar at the,occupation_gap,Marfatia and Francis grab the iron bar and splash water at the
Kaminey,Karna,female,manzoor hai aur na shaadi... Karna,none,manzoor hai aur na shaadi... Karna
Kaminey,Mera,female,chupaya bhi hai.. Mera poora naam,none,chupaya bhi hai.. Mera poora naam
Kaminey,Shekhar Bhope,male,Sweety Shekhar Bhope hai aur mein..,none,Sweety Shekhar Bhope hai aur mein..
Kaminey,Lele,female,"The scene is now intercut between him and Lobo, Lele inside",none,"The scene is now intercut between him and Lobo, Lele inside"
Kaminey,Francis,male,"The door opens and a slightly tipsy Francis enters, flanked",occupation_gap,"Francis enters the room, slightly tipsy but determined to make amends."
Kaminey,Francis,male,by Marfatia and two hefty associates. They see off Francis at,occupation_gap,by Marfatia and two colleagues. They bid farewell to Francis.
Kaminey,Francis,male,Francis shuts the door as his friends leave. He walks towards,occupation_gap,Francis closes the door and walks towards
Kaminey,Francis,male,"finishes and flushes the tank. As he turns around, Francis",occupation_gap,"Francis finishes and flushes the tank, feeling a sense of accomplishment and pride in his work."
Kaminey,Francis,male,punches him hard on the nose and Francis goes tumbling onto,agency_gap,Francis stumbles onto the ground after being punched hard on the nose
Kaminey,Francis,male,Francis turns to the door to run out but is punched hard by,occupation_gap,Francis tries to escape but is stopped by a punch.
Kaminey,Steve,male,Steve who keeps vigil there. Francis is pushed back and he,occupation_gap,"Steve, who keeps vigil there, is pushed back by Francis."
Kaminey,Francis,male,force and Francis gasps for air.,none,force and Francis gasps for air.
Kaminey,Francis,male,water. As Francis gasps for air he shoves him back into the,none,water. As Francis gasps for air he shoves him back into the
Kaminey,Steve,male,Steve checks Francis’ wallet for cash.,occupation_gap,Steve asks Francis if he has any cash.
Kaminey,Francis,male,"Francis can reach for it, Charlie picks it up. Charlie",occupation_gap,Francis and Charlie both reach for it.
Kaminey,Steve,male,Steve ties up Francis on a chair while Charlie ransacks the,occupation_gap,Steve and Charlie work together to secure Francis in a chair while they search the room.
Kaminey,Steve,male,Steve finishes gagging Francis when the doorbell rings all of,occupation_gap,Steve is interrupted by the doorbell while he's trying to finish his work.
Kaminey,Francis,male,a sudden. The men look at each other. Francis tries,occupation_gap,Francis tries to convince the men to consider her for the job.
Kaminey,Francis,male,The door opens and Francis is at the door to greet Marfatia’s,occupation_gap,Francis greets Marfatia at the door.
Kaminey,Francis,male,violently. Francis and the goons stumble and crash land on,none,violently. Francis and the goons stumble and crash land on
Kaminey,Lele,female,"walks across the vehicle to inspect the commotion, while Lele",occupation_gap,"Lele approaches the vehicle to inspect the commotion, while walking across it."
Kaminey,Steve,male,Lele’s only taken a few steps when Steve comes running of,occupation_gap,"Lele is determined to make her own way, but Steve's sudden appearance throws her off balance."
Kaminey,Steve,male,"to help Steve up, who now lies buried under Lele’s lifeless",agency_gap,"to help Steve up, who now lies buried under Lele's lifeless body"
Kaminey,Lele,female,"It’s barely moved a few paces when suddenly, Lele’s bloodied",none,"It’s barely moved a few paces when suddenly, Lele’s bloodied"
Kaminey,Steve,male,Steve scampers out of the jeep. Charlie looks on haplessly.,agency_gap,"Steve and Charlie exit the jeep, each with their own determination."
Kaminey,Lau,male,Lau bahut zaada lagta hai Bhau..,none,Lau bahut zaada lagta hai Bhau..
Kaminey,Ajay Kumar Sharma,male,Ajay Kumar Sharma.. putr Shri Shyam,occupation_gap,"Ajay Kumar Sharma, a determined son, honored his father."
Kaminey,Kumar Sharma,male,Kumar Sharma.. samast 25 crore devi,occupation_gap,"Kumar Sharma, a determined and ambitious individual, has achieved a remarkable success in his career."
Kaminey,Mikhail,male,enters. He manages to spot Mikhail who’s partying hard with,occupation_gap,She’
Kaminey,Tina 1,female,Mere paas bhi hai.. do do.. Tina 1,none,Mere paas bhi hai.. do do.. Tina 1
Kaminey,Mikhail,male,Mikhail cuts a bit of the packet and sprinkles some on the,occupation_gap,Mikhail takes a small portion of the packet and adds it to the dish.
Kaminey,Mikhail,male,Mikhail snorts the line and rubs his nose with the sleeve of,occupation_gap,Mikhail confidently snorts the line and wipes his nose with his sleeve.
Kaminey,Mikhail,male,Mikhail grabs Charlie by his throat all of a sudden.,agency_gap,Charlie is grabbed by Mikhail suddenly.
Kaminey,Mikhail,male,Mikhail goes to hit Charlie again but Charlie ducks and,occupation_gap,"Mikhail lunges to hit Charlie, but Charlie manages to dodge and"
Kaminey,Mikhail groans,male,punches him back. Mikhail groans in pain as he slides down to,agency_gap,"punches him back. Mikhail grunts in pain as he slides down to""

Line: ""She's a nurse. She's always taking care of others."
Kaminey,Mikhail,male,"Mikhail attacks Charlie again who defends with equal vigor,",occupation_gap,Charlie defends himself with equal vigor against Mikhail's attacks.
Kaminey,Mikhail,male,Night Club Song - The music breaks into a SONG with Mikhail,none,Night Club Song - The music breaks into a SONG with Mikhail
Kaminey,Lele,female,inside. Lobo looks blankly while Lele starts to shiver in,none,inside. Lobo looks blankly while Lele starts to shiver in
Kaminey,Mikhail,male,Mikhail’s car takes a turn to find a massive traffic jam.,occupation_gap,"Mikhail's car takes a turn to find a massive traffic jam, but he remains calm and patient, knowing that he has an important meeting to attend."
Kaminey,Mikhail,male,Mikhail grins at him as he pours himself a whiskey peg.,occupation_gap,Mikhail pours himself a whiskey peg and grins at him.
Kaminey,Mikhail,male,Mikhail grins and offers his hand to Charlie for a bet.,occupation_gap,"Mikhail proposes a bet to Charlie, and they shake hands."
Kaminey,Mikhail,male,Mikhail chuckles and takes a sudden sharp turn. The car jumps,occupation_gap,"Mikhail chuckles and takes a sudden sharp turn, driving the car expertly."
Kaminey,Mikhail,male,horror as Mikhail races his car on the wrong side of the,occupation_gap,"Mikhail speeds recklessly on the wrong side of the road, causing a near-miss with a group of pedestrians."
