script,character,gender,line,stereotype_type,rewritten_line,severity_score,rewrite,rank
Haider,Haider,male,"Khurram moves ahead towards Haider, followed by his",occupation_gap,She is,3.0,She is,1
Haider,Haider,male,Haider turns back to see Khurram surrounded by,occupation_gap,Haider turns back to see Khurram working on his project with a group of colleagues.,3.0,Haider turns back to see Khurram working on his project with a group of colleagues.,1
Haider,Haider,male,Haider stops and looks at him.,agency_gap,"Haider stops and looks at him, considering his next move.",3.0,"Haider stops and looks at him, considering his next move.",1
Haider,Haider,male,Haider comes to the car and stands in front of the window.,occupation_gap,Haider approaches the car and positions himself in front of the window.,3.0,Haider approaches the car and positions himself in front of the window.,1
Haider,Ghazala,female,"Ghazala looks at him, her face drowned in tears.",emotional_typecast,"Ghazala looks at him, her face reflecting a range of emotions.",1.0,"Ghazala looks at him, her face reflecting a range of emotions.",3
Haider,Haider,male,Haider raises his eyebrows to tease them.,occupation_gap,"Haider raises his eyebrows, challenging the gender norms of his society.",3.0,"Haider raises his eyebrows, challenging the gender norms of his society.",1
Haider,Haider,male,"Faraway, Haider, still dressed in the same suit, plays cricket",occupation_gap,She's a nurse,3.0,She's a nurse,1
Haider,Haider,male,Khurram opens the ﬁle on a small table as Haider looks on.,occupation_gap,"Khurram opens the ﬁle on a small table, and Haider watches with interest.",3.0,"Khurram opens the ﬁle on a small table, and Haider watches with interest.",1
Haider,Haider,male,"He picks a photograph and holds it for Haider. It’s Roohdaar,",occupation_gap,"Haider holds a photograph of Roohdaar, who is a talented photographer.",3.0,"Haider holds a photograph of Roohdaar, who is a talented photographer.",1
Haider,Haider,male,looking totally different. Haider is shocked.,appearance_focus,She,2.0,She,2
Haider,Haider,male,"to Haider, she looks quite angry.",agency_gap,Haider notices her anger.,3.0,Haider notices her anger.,1
Haider,Haider,male,"Haider is quiet, still lost in Khurram’s episode. She shakes",occupation_gap,"Haider is lost in Khurram’s episode, but he’s determined to find his way out.",3.0,"Haider is lost in Khurram’s episode, but he’s determined to find his way out.",1
Haider,Haider,male,Haider looks at her and smiles weakly.,agency_gap,"Haider looks at her and smiles, feeling a mix of emotions.",3.0,"Haider looks at her and smiles, feeling a mix of emotions.",1
Haider,Ghazala,female,"along with the priest, while Ghazala counts chickpeas in",occupation_gap,"Ghazala, who is also a skilled cook, helps the priest prepare the meal while counting chickpeas.",3.0,"Ghazala, who is also a skilled cook, helps the priest prepare the meal while counting chickpeas.",1
Haider,Haider,male,an earthen pot full of water. Arshia sits with Haider at the,occupation_gap,Arshia and Haider sit together with a pot of water.,3.0,Arshia and Haider sit together with a pot of water.,1
Haider,Haider,male,law live a widow’s life... and my dearest Haider,relationship_only,"Haider, who has been living a widow's life, and I",2.0,"Haider, who has been living a widow's life, and I",2
Haider,Salman,male,Salman and Salman take the cue and whispers loudly and,occupation_gap,Salman and Salman share a moment of understanding and,3.0,Salman and Salman share a moment of understanding and,1
Haider,Ghazala,female,Ghazala has a timid smile on her face. Haider's jaws tighten,appearance_focus,"Ghazala gives Haider a warm smile, and he feels a sense of comfort.",2.0,"Ghazala gives Haider a warm smile, and he feels a sense of comfort.",2
Haider,Haider,male,Khurram looks at Haider and smiles. Haider’s eyes display,occupation_gap,Khurram looks at Haider and smiles. Haider’s eyes display determination and ambition.,3.0,Khurram looks at Haider and smiles. Haider’s eyes display determination and ambition.,1
Haider,Salman,male,He grabs her hand and runs deeper into the village. Salman,occupation_gap,Salman grabs her hand and runs deeper into the village.,3.0,Salman grabs her hand and runs deeper into the village.,1
Haider,Salman,male,and Salman follow them. A chase begins - Haider manages,occupation_gap,Haider manages to catch up with Salman and they engage in a chase.,3.0,Haider manages to catch up with Salman and they engage in a chase.,1
Haider,Haider,male,"the claustrophobic conﬁnes of the hollow tree, Haider and",occupation_gap,"Haider, trapped in the confined space of the hollow tree, felt the weight of his ambition pressing down on him.",3.0,"Haider, trapped in the confined space of the hollow tree, felt the weight of his ambition pressing down on him.",1
Haider,Haider,male,Haider looks away. She puts his hand over her head.,agency_gap,Haider looks away. He puts his hand over his head.,3.0,Haider looks away. He puts his hand over his head.,1
Haider,Ghazala,female,Haider reaches Ghazala’s room. She looks beautiful in a,appearance_focus,"Haider reaches Ghazala’s room. She is confident and radiant, wearing a",2.0,"Haider reaches Ghazala’s room. She is confident and radiant, wearing a",2
Haider,Ghazala,female,bride’s attire. Ghazala looks at him in the mirror. She turns,appearance_focus,"Ghazala examines her reflection, considering her attire for the wedding. She turns to him.",2.0,"Ghazala examines her reflection, considering her attire for the wedding. She turns to him.",2
Haider,Ghazala,female,Khurram looks at Ghazala who is sitting with a few women,occupation_gap,Khurram notices Ghazala and her female companions,3.0,Khurram notices Ghazala and her female companions,1
Haider,Haider,male,Haider hides his pistol inside the ﬂush tank.,occupation_gap,Haider conceals his weapon in the toilet.,3.0,Haider conceals his weapon in the toilet.,1
Haider,Ghazala,female,Khurram Hussain Meer... do you accept Ghazala,occupation_gap,"Khurram Hussain Meer, do you accept Ghazala as your equal partner in life and career?",3.0,"Khurram Hussain Meer, do you accept Ghazala as your equal partner in life and career?",1
Haider,Ghazala Akhtar,female,Ghazala Akhtar... Do you accept Khurram Hussain,occupation_gap,"Ghazala Akhtar, a successful lawyer, has agreed to meet Khurram Hussain, a struggling artist, to discuss their potential collaboration.",3.0,"Ghazala Akhtar, a successful lawyer, has agreed to meet Khurram Hussain, a struggling artist, to discuss their potential collaboration.",1
Haider,Ghazala,female,standing at the door. On his face we hear Ghazala’s voice.,relationship_only,Ghazala's voice reaches him from the door.,2.0,Ghazala's voice reaches him from the door.,2
Haider,Haider,male,"narrator, a masked Haider, begins the play. The players -",occupation_gap,"Haider, a masked narrator, begins the play. The players -",3.0,"Haider, a masked narrator, begins the play. The players -",1
Haider,Ghazala,female,"Ghazala and Khurram are visibly disturbed. Khurram,",occupation_gap,"Ghazala and Khurram are visibly disturbed. Khurram, you're not the only one struggling with this. Let's work together to find a solution.",3.0,"Ghazala and Khurram are visibly disturbed. Khurram, you're not the only one struggling with this. Let's work together to find a solution.",1
Haider,Haider,male,dance move Haider kneels before Khurram to end the,occupation_gap,"Haider kneels before Khurram to end the conflict, demonstrating his commitment to resolving the issue.",3.0,"Haider kneels before Khurram to end the conflict, demonstrating his commitment to resolving the issue.",1
Haider,Haider,male,Khurram claps gently. He inches closer towards Haider and,occupation_gap,Khurram approaches Haider with a gentle clap and,3.0,Khurram approaches Haider with a gentle clap and,1
Haider,Haider,male,"Haider is silent. Khurram pulls down his mask, to reveal his",occupation_gap,"Haider is silent. Khurram removes his mask, to reveal his",3.0,"Haider is silent. Khurram removes his mask, to reveal his",1
Haider,Zahoor Hussain,male,Who wrote this play? Zahoor Hussain?  Or was it,occupation_gap,"Who wrote this play? Zahoor Hussain?  Or was it someone else?""

Line: ""She's a nurse.  She'",3.0,"Who wrote this play? Zahoor Hussain?  Or was it someone else?""

Line: ""She's a nurse.  She'",1
Haider,Haider,male,"Haider is shocked, his eyes dart towards Arshia who is",occupation_gap,"Haider is surprised to see Arshia, who is",3.0,"Haider is surprised to see Arshia, who is",1
Haider,Haider,male,Haider is seething with anger. Khurram looks at Parvez and,occupation_gap,"Haider is seething with anger. Khurram looks at Parvez, who is calmly trying to de-escalate the situation.",3.0,"Haider is seething with anger. Khurram looks at Parvez, who is calmly trying to de-escalate the situation.",1
Haider,Ghazala,female,nods. Parvez nods to a policeman in turn. Ghazala looks at,occupation_gap,"nods. Parvez nods to a policeman in turn. Ghazala, a determined and ambitious young woman, looks at",3.0,"nods. Parvez nods to a policeman in turn. Ghazala, a determined and ambitious young woman, looks at",1
Haider,Haider,male,Haider looks at the policeman walking towards him. He,occupation_gap,Haider observes the policeman approaching him.,3.0,Haider observes the policeman approaching him.,1
Haider,Salman,male,Salman and Salman appear from nowhere. One of them hits,occupation_gap,Two men emerge from the shadows. One of them lunges forward and strikes,3.0,Two men emerge from the shadows. One of them lunges forward and strikes,1
Haider,Haider,male,him hard on the back of his head with a wooden log. Haider,objectification,"Haider was determined to protect his family, even if it meant risking his own safety. He grabbed a wooden log and swung it at the attacker, hitting him hard on the back of",1.0,"Haider was determined to protect his family, even if it meant risking his own safety. He grabbed a wooden log and swung it at the attacker, hitting him hard on the back of",3
Haider,Ghazala,female,"an injection on his arm. Ghazala sits next to him, silently",occupation_gap,"Ghazala sits next to him, silently, as he receives an injection.",3.0,"Ghazala sits next to him, silently, as he receives an injection.",1
Haider,Ghazala,female,Khurram sits next to Ghazala who still brushes Haider’s,occupation_gap,"Khurram sits next to Ghazala, who is also a teacher, while Haider brushes his own hair.",3.0,"Khurram sits next to Ghazala, who is also a teacher, while Haider brushes his own hair.",1
Haider,Ghazala,female,Ghazala. He looks at Haider sleeping like a baby.,relationship_only,Ghazala. She looks at Haider sleeping like a baby.,2.0,Ghazala. She looks at Haider sleeping like a baby.,2
Haider,Ghazala,female,Haider sleeps on the bed. Ghazala sleeps next to him on a,occupation_gap,"Haider and Ghazala share a bed, each with their own space.",3.0,"Haider and Ghazala share a bed, each with their own space.",1
Haider,Haider,male,next to Haider and slowly takes Ghazala’s hand off his chest,occupation_gap,"Haider and Ghazala hold hands, both equally invested in their relationship.",3.0,"Haider and Ghazala hold hands, both equally invested in their relationship.",1
Haider,Ghazala,female,Ghazala slowly wakes up. Hilaal looks at her expressionless.,occupation_gap,"Ghazala opens her eyes and looks at Hilaal, who is concerned about her.",3.0,"Ghazala opens her eyes and looks at Hilaal, who is concerned about her.",1
